http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=arraial+do+cabo%2Cbr
"Processing Record 1 of 518 | city name: arraial do cabo | city id: 3471451"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=hvide+sande%2Cdk
"Processing Record 2 of 518 | city name: hvide sande | city id: 2619537"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=bluff%2Cnz
"Processing Record 4 of 518 | city name: bluff | city id: 2206939"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=half+moon+bay%2Cus
"Processing Record 5 of 518 | city name: half moon bay | city id: 5354943"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=qaanaaq%2Cgl
"Processing Record 6 of 518 | city name: qaanaaq | city id: 3831208"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=punta+arenas%2Ccl
"Processing Record 8 of 518 | city name: punta arenas | city id: 3874787"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=lavrentiya%2Cru
"Processing Record 9 of 518 | city name: lavrentiya | city id: 4031637"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=torbay%2Cca
"Processing Record 10 of 518 | city name: torbay | city id: 6167817"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=carnarvon%2Cau
"Processing Record 12 of 518 | city name: carnarvon | city id: 2074865"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=nyurba%2Cru
"Processing Record 14 of 518 | city name: nyurba | city id: 2018735"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=kruisfontein%2Cza
"Processing Record 15 of 518 | city name: kruisfontein | city id: 986717"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=rawson%2Car
"Processing Record 16 of 518 | city name: rawson | city id: 3839307"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=bredasdorp%2Cza
"Processing Record 17 of 518 | city name: bredasdorp | city id: 1015776"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=hami%2Ccn
"Processing Record 18 of 518 | city name: hami | city id: 1529484"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=adre%2Ctd
"Processing Record 19 of 518 | city name: adre | city id: 245669"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=ushuaia%2Car
"Processing Record 20 of 518 | city name: ushuaia | city id: 3833367"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=senanga%2Czm
"Processing Record 21 of 518 | city name: senanga | city id: 898947"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=busselton%2Cau
"Processing Record 22 of 518 | city name: busselton | city id: 2075265"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=bandarbeyla%2Cso
"Processing Record 23 of 518 | city name: bandarbeyla | city id: 64814"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=albany%2Cau
"Processing Record 24 of 518 | city name: albany | city id: 2077963"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=chuy%2Cuy
"Processing Record 25 of 518 | city name: chuy | city id: 3443061"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=atuona%2Cpf
"Processing Record 26 of 518 | city name: atuona | city id: 4020109"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=upernavik%2Cgl
"Processing Record 27 of 518 | city name: upernavik | city id: 3418910"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=kodiak%2Cus
"Processing Record 28 of 518 | city name: kodiak | city id: 4407665"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=rikitea%2Cpf
"Processing Record 29 of 518 | city name: rikitea | city id: 4030556"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=chokurdakh%2Cru
"Processing Record 30 of 518 | city name: chokurdakh | city id: 2126123"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=tocopilla%2Ccl
"Processing Record 31 of 518 | city name: tocopilla | city id: 3869716"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=andros+town%2Cbs
"Processing Record 33 of 518 | city name: andros town | city id: 3572906"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=namibe%2Cao
"Processing Record 34 of 518 | city name: namibe | city id: 3347019"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=kieta%2Cpg
"Processing Record 35 of 518 | city name: kieta | city id: 2094027"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=rudbar%2Caf
"Processing Record 36 of 518 | city name: rudbar | city id: 1128239"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=barrow%2Cus
"Processing Record 38 of 518 | city name: barrow | city id: 4252975"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=kapaa%2Cus
"Processing Record 39 of 518 | city name: kapaa | city id: 5848280"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=dhidhdhoo%2Cmv
"Processing Record 41 of 518 | city name: dhidhdhoo | city id: 1337612"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=sortland%2Cno
"Processing Record 42 of 518 | city name: sortland | city id: 3137405"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=hermanus%2Cza
"Processing Record 43 of 518 | city name: hermanus | city id: 3366880"
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=dde58ea7326445702221b6e2dd601be8&q=newcastle%2Cza
